system:index,climate_dewpoint_mean,climate_precip_total,climate_temp_mean,file,label,soil_oc,soil_ph,soil_texture,topo_elevation,topo_landforms,.geo
00000000000000002658,279.89799938271767,0.5344572738442466,290.26340035029824,MCTNet_14GB_California_North-5.tif,204,4,67,7,3,24,"{""type"":""Point"",""coordinates"":[-121.7248660713425,38.372883297449576]}"
00000000000000002659,279.9368137177966,0.5230775997672126,290.26673112596785,MCTNet_14GB_California_North-5.tif,204,3,73,7,8,24,"{""type"":""Point"",""coordinates"":[-121.81128344975828,38.37270493340744]}"
0000000000000000265a,280.12065965701356,0.5565043613944098,290.14505765376936,MCTNet_14GB_California_North-5.tif,204,2,74,4,2,34,"{""type"":""Point"",""coordinates"":[-121.57574481391313,38.372704933407434]}"
0000000000000000265b,279.89799938271767,0.5344572738442466,290.26340035029824,MCTNet_14GB_California_North-5.tif,204,4,73,7,2,24,"{""type"":""Point"",""coordinates"":[-121.66216219232895,38.3725265693653]}"
0000000000000000265c,279.89799938271767,0.5344572738442466,290.26340035029824,MCTNet_14GB_California_North-5.tif,204,4,70,7,4,34,"{""type"":""Point"",""coordinates"":[-121.7485795707447,38.37234374622211]}"
0000000000000000265d,279.9368137177966,0.5230775997672126,290.26673112596785,MCTNet_14GB_California_North-5.tif,204,3,72,7,10,34,"{""type"":""Point"",""coordinates"":[-121.8349969491605,38.37216538217997]}"
0000000000000000265e,280.12065965701356,0.5565043613944098,290.14505765376936,MCTNet_14GB_California_North-5.tif,204,4,73,4,1,24,"{""type"":""Point"",""coordinates"":[-121.59945831331538,38.37216538217997]}"
0000000000000000265f,279.89799938271767,0.5344572738442466,290.26340035029824,MCTNet_14GB_California_North-5.tif,204,3,69,7,2,24,"{""type"":""Point"",""coordinates"":[-121.68588015083222,38.37198701813783]}"
00000000000000002660,279.9368137177966,0.5230775997672126,290.26673112596785,MCTNet_14GB_California_North-5.tif,204,2,74,7,5,34,"{""type"":""Point"",""coordinates"":[-121.772297529248,38.3718086540957]}"
00000000000000002661,279.7951772780646,0.5117866770062491,290.1488501056211,MCTNet_14GB_California_North-5.tif,204,3,75,7,14,24,"{""type"":""Point"",""coordinates"":[-121.85871490766378,38.3716258309525]}"
00000000000000002662,280.12065965701356,0.5565043613944098,290.14505765376936,MCTNet_14GB_California_North-5.tif,204,3,73,4,0,24,"{""type"":""Point"",""coordinates"":[-121.62317627181865,38.3716258309525]}"
00000000000000002663,279.89799938271767,0.5344572738442466,290.26340035029824,MCTNet_14GB_California_North-5.tif,204,5,66,7,2,24,"{""type"":""Point"",""coordinates"":[-121.70959365023444,38.37144746691037]}"
00000000000000002664,279.9368137177966,0.5230775997672126,290.26673112596785,MCTNet_14GB_California_North-5.tif,204,3,72,7,8,24,"{""type"":""Point"",""coordinates"":[-121.79601102865021,38.37126910286822]}"
00000000000000002665,279.7951772780646,0.5117866770062491,290.1488501056211,MCTNet_14GB_California_North-5.tif,204,3,75,7,16,34,"{""type"":""Point"",""coordinates"":[-121.882428407066,38.371086279725034]}"
00000000000000002666,280.12065965701356,0.5565043613944098,290.14505765376936,MCTNet_14GB_California_North-5.tif,204,4,73,4,1,34,"{""type"":""Point"",""coordinates"":[-121.64688977122088,38.371086279725034]}"
00000000000000002667,279.89799938271767,0.5344572738442466,290.26340035029824,MCTNet_14GB_California_North-5.tif,204,4,71,7,3,34,"{""type"":""Point"",""coordinates"":[-121.73330714963666,38.3709079156829]}"
00000000000000002668,279.9368137177966,0.5230775997672126,290.26673112596785,MCTNet_14GB_California_North-5.tif,204,2,71,7,9,24,"{""type"":""Point"",""coordinates"":[-121.81972898715348,38.37072955164076]}"
00000000000000002669,280.12065965701356,0.5565043613944098,290.14505765376936,MCTNet_14GB_California_North-5.tif,204,3,75,4,0,24,"{""type"":""Point"",""coordinates"":[-121.5841903513084,38.370729551640764]}"
0000000000000000266a,279.89799938271767,0.5344572738442466,290.26340035029824,MCTNet_14GB_California_North-5.tif,204,3,75,4,2,24,"{""type"":""Point"",""coordinates"":[-121.67060772972417,38.37055118759862]}"
0000000000000000266b,279.9368137177966,0.5230775997672126,290.26673112596785,MCTNet_14GB_California_North-5.tif,204,2,72,7,4,34,"{""type"":""Point"",""coordinates"":[-121.75702510813996,38.37036836445543]}"
0000000000000000266c,279.9368137177966,0.5230775997672126,290.26673112596785,MCTNet_14GB_California_North-5.tif,204,3,72,7,12,24,"{""type"":""Point"",""coordinates"":[-121.84344248655573,38.370190000413295]}"
0000000000000000266d,280.12065965701356,0.5565043613944098,290.14505765376936,MCTNet_14GB_California_North-5.tif,204,3,73,4,-1,34,"{""type"":""Point"",""coordinates"":[-121.60790385071058,38.37019000041329]}"
0000000000000000266e,279.89799938271767,0.5344572738442466,290.26340035029824,MCTNet_14GB_California_North-5.tif,204,3,69,7,2,24,"{""type"":""Point"",""coordinates"":[-121.69432122912642,38.37001163637115]}"
0000000000000000266f,279.9368137177966,0.5230775997672126,290.26673112596785,MCTNet_14GB_California_North-5.tif,204,2,73,7,6,34,"{""type"":""Point"",""coordinates"":[-121.78073860754218,38.36982881322796]}"
00000000000000002670,279.7951772780646,0.5117866770062491,290.1488501056211,MCTNet_14GB_California_North-5.tif,204,2,74,7,14,24,"{""type"":""Point"",""coordinates"":[-121.867160445059,38.369650449185826]}"
00000000000000002671,280.12065965701356,0.5565043613944098,290.14505765376936,MCTNet_14GB_California_North-5.tif,204,3,73,4,0,24,"{""type"":""Point"",""coordinates"":[-121.63162180921391,38.369650449185826]}"
00000000000000002672,279.89799938271767,0.5344572738442466,290.26340035029824,MCTNet_14GB_California_North-5.tif,204,5,65,7,2,34,"{""type"":""Point"",""coordinates"":[-121.71803918762967,38.36947208514369]}"
00000000000000002673,279.9368137177966,0.5230775997672126,290.26673112596785,MCTNet_14GB_California_North-5.tif,204,3,73,7,8,24,"{""type"":""Point"",""coordinates"":[-121.80445656604545,38.36929372110155]}"
00000000000000002674,279.7951772780646,0.5117866770062491,290.1488501056211,MCTNet_14GB_California_North-5.tif,204,4,74,7,16,34,"{""type"":""Point"",""coordinates"":[-121.89087394446122,38.369110897958365]}"
00000000000000002675,279.89799938271767,0.5344572738442466,290.26340035029824,MCTNet_14GB_California_North-5.tif,204,4,73,7,1,24,"{""type"":""Point"",""coordinates"":[-121.6553353086161,38.369110897958365]}"
00000000000000002676,279.89799938271767,0.5344572738442466,290.26340035029824,MCTNet_14GB_California_North-5.tif,204,4,70,7,4,34,"{""type"":""Point"",""coordinates"":[-121.74175268703189,38.36893253391623]}"
00000000000000002677,279.9368137177966,0.5230775997672126,290.26673112596785,MCTNet_14GB_California_North-5.tif,204,3,72,7,10,34,"{""type"":""Point"",""coordinates"":[-121.82817006544767,38.36875416987408]}"
00000000000000002678,280.12065965701356,0.5565043613944098,290.14505765376936,MCTNet_14GB_California_North-5.tif,204,3,75,4,0,24,"{""type"":""Point"",""coordinates"":[-121.59263142960255,38.36875416987408]}"
00000000000000002679,279.89799938271767,0.5344572738442466,290.26340035029824,MCTNet_14GB_California_North-5.tif,204,3,73,7,2,34,"{""type"":""Point"",""coordinates"":[-121.67904880801832,38.36857134673089]}"
0000000000000000267a,279.9368137177966,0.5230775997672126,290.26673112596785,MCTNet_14GB_California_North-5.tif,204,3,72,7,5,34,"{""type"":""Point"",""coordinates"":[-121.76547064553516,38.36839298268875]}"
0000000000000000267b,279.7951772780646,0.5117866770062491,290.1488501056211,MCTNet_14GB_California_North-5.tif,204,3,75,7,12,34,"{""type"":""Point"",""coordinates"":[-121.85188802395093,38.368214618646626]}"
0000000000000000267c,280.12065965701356,0.5565043613944098,290.14505765376936,MCTNet_14GB_California_North-5.tif,204,3,72,4,-1,34,"{""type"":""Point"",""coordinates"":[-121.61634938810585,38.368214618646626]}"
0000000000000000267d,279.89799938271767,0.5344572738442466,290.26340035029824,MCTNet_14GB_California_North-5.tif,204,5,67,7,2,24,"{""type"":""Point"",""coordinates"":[-121.7027667665216,38.36803179550343]}"
0000000000000000267e,279.9368137177966,0.5230775997672126,290.26673112596785,MCTNet_14GB_California_North-5.tif,204,3,71,7,6,34,"{""type"":""Point"",""coordinates"":[-121.78918414493741,38.367853431461285]}"
0000000000000000267f,279.7951772780646,0.5117866770062491,290.1488501056211,MCTNet_14GB_California_North-5.tif,204,3,75,7,16,34,"{""type"":""Point"",""coordinates"":[-121.87560152335318,38.36767506741916]}"
00000000000000002680,280.12065965701356,0.5565043613944098,290.14505765376936,MCTNet_14GB_California_North-5.tif,204,5,73,4,0,34,"{""type"":""Point"",""coordinates"":[-121.64006288750804,38.36767506741916]}"
00000000000000002681,279.89799938271767,0.5344572738442466,290.26340035029824,MCTNet_14GB_California_North-5.tif,204,4,67,7,3,24,"{""type"":""Point"",""coordinates"":[-121.72648026592384,38.367496703377014]}"
00000000000000002682,279.9368137177966,0.5230775997672126,290.26673112596785,MCTNet_14GB_California_North-5.tif,204,2,71,7,9,24,"{""type"":""Point"",""coordinates"":[-121.81290210344068,38.36731388023383]}"
00000000000000002683,280.12065965701356,0.5565043613944098,290.14505765376936,MCTNet_14GB_California_North-5.tif,204,2,74,4,2,34,"{""type"":""Point"",""coordinates"":[-121.57736346759556,38.36731388023382]}"
00000000000000002684,279.89799938271767,0.5344572738442466,290.26340035029824,MCTNet_14GB_California_North-5.tif,204,4,73,7,2,24,"{""type"":""Point"",""coordinates"":[-121.66378084601133,38.36713551619168]}"
00000000000000002685,279.9368137177966,0.5230775997672126,290.26673112596785,MCTNet_14GB_California_North-5.tif,204,5,71,7,4,34,"{""type"":""Point"",""coordinates"":[-121.75019822442714,38.366957152149546]}"
00000000000000002686,279.9368137177966,0.5230775997672126,290.26673112596785,MCTNet_14GB_California_North-5.tif,204,3,71,7,10,34,"{""type"":""Point"",""coordinates"":[-121.8366156028429,38.366774329006354]}"
00000000000000002687,280.12065965701356,0.5565043613944098,290.14505765376936,MCTNet_14GB_California_North-5.tif,204,3,74,4,1,34,"{""type"":""Point"",""coordinates"":[-121.60107696699778,38.366774329006354]}"
00000000000000002688,279.89799938271767,0.5344572738442466,290.26340035029824,MCTNet_14GB_California_North-5.tif,204,4,71,4,2,34,"{""type"":""Point"",""coordinates"":[-121.68749434541355,38.366595964964226]}"
00000000000000002689,279.9368137177966,0.5230775997672126,290.26673112596785,MCTNet_14GB_California_North-5.tif,204,3,71,7,5,24,"{""type"":""Point"",""coordinates"":[-121.77391172382934,38.36641760092208]}"
0000000000000000268a,279.7951772780646,0.5117866770062491,290.1488501056211,MCTNet_14GB_California_North-5.tif,204,3,75,7,14,41,"{""type"":""Point"",""coordinates"":[-121.86032910224512,38.36623923687994]}"
0000000000000000268b,280.12065965701356,0.5565043613944098,290.14505765376936,MCTNet_14GB_California_North-5.tif,204,3,74,4,0,34,"{""type"":""Point"",""coordinates"":[-121.62479492550105,38.36623923687994]}"
0000000000000000268c,279.89799938271767,0.5344572738442466,290.26340035029824,MCTNet_14GB_California_North-5.tif,204,5,67,7,2,24,"{""type"":""Point"",""coordinates"":[-121.71121230391682,38.36605641373675]}"
0000000000000000268d,279.9368137177966,0.5230775997672126,290.26673112596785,MCTNet_14GB_California_North-5.tif,204,3,70,7,8,34,"{""type"":""Point"",""coordinates"":[-121.79762968233261,38.36587804969461]}"
0000000000000000268e,279.7951772780646,0.5117866770062491,290.1488501056211,MCTNet_14GB_California_North-5.tif,204,4,71,7,16,34,"{""type"":""Point"",""coordinates"":[-121.88404706074844,38.36569968565247]}"
0000000000000000268f,280.12065965701356,0.5565043613944098,290.14505765376936,MCTNet_14GB_California_North-5.tif,204,6,72,4,1,34,"{""type"":""Point"",""coordinates"":[-121.6485084249033,38.36569968565247]}"
00000000000000002690,279.89799938271767,0.5344572738442466,290.26340035029824,MCTNet_14GB_California_North-5.tif,204,4,68,7,3,24,"{""type"":""Point"",""coordinates"":[-121.73492580331904,38.36551686250928]}"
00000000000000002691,279.9368137177966,0.5230775997672126,290.26673112596785,MCTNet_14GB_California_North-5.tif,204,3,73,7,10,34,"{""type"":""Point"",""coordinates"":[-121.82134318173486,38.365338498467146]}"
00000000000000002692,280.12065965701356,0.5565043613944098,290.14505765376936,MCTNet_14GB_California_North-5.tif,204,2,74,7,0,34,"{""type"":""Point"",""coordinates"":[-121.58580454588974,38.365338498467146]}"
00000000000000002693,279.89799938271767,0.5344572738442466,290.26340035029824,MCTNet_14GB_California_North-5.tif,204,5,74,4,2,34,"{""type"":""Point"",""coordinates"":[-121.67222192430552,38.365160134425004]}"
00000000000000002694,279.9368137177966,0.5230775997672126,290.26673112596785,MCTNet_14GB_California_North-5.tif,204,5,67,7,5,24,"{""type"":""Point"",""coordinates"":[-121.75864376182234,38.36498177038287]}"
00000000000000002695,279.9368137177966,0.5230775997672126,290.26673112596785,MCTNet_14GB_California_North-5.tif,204,4,69,7,12,24,"{""type"":""Point"",""coordinates"":[-121.84506114023813,38.36479894723968]}"
00000000000000002696,280.12065965701356,0.5565043613944098,290.14505765376936,MCTNet_14GB_California_North-5.tif,204,3,73,4,-1,34,"{""type"":""Point"",""coordinates"":[-121.60952250439301,38.36479894723968]}"
00000000000000002697,279.89799938271767,0.5344572738442466,290.26340035029824,MCTNet_14GB_California_North-5.tif,204,4,68,7,2,24,"{""type"":""Point"",""coordinates"":[-121.69593988280879,38.36462058319754]}"
00000000000000002698,279.9368137177966,0.5230775997672126,290.26673112596785,MCTNet_14GB_California_North-5.tif,204,2,72,7,6,34,"{""type"":""Point"",""coordinates"":[-121.78235726122456,38.36444221915539]}"
00000000000000002699,279.7951772780646,0.5117866770062491,290.1488501056211,MCTNet_14GB_California_North-5.tif,204,3,75,7,14,34,"{""type"":""Point"",""coordinates"":[-121.86877463964035,38.3642593960122]}"
0000000000000000269a,280.12065965701356,0.5565043613944098,290.14505765376936,MCTNet_14GB_California_North-5.tif,204,5,73,4,0,24,"{""type"":""Point"",""coordinates"":[-121.63323600379523,38.3642593960122]}"
0000000000000000269b,279.89799938271767,0.5344572738442466,290.26340035029824,MCTNet_14GB_California_North-5.tif,204,4,67,7,2,41,"{""type"":""Point"",""coordinates"":[-121.719653382211,38.36408103197008]}"
0000000000000000269c,279.9368137177966,0.5230775997672126,290.26673112596785,MCTNet_14GB_California_North-5.tif,204,2,72,7,8,34,"{""type"":""Point"",""coordinates"":[-121.8060707606268,38.36390266792793]}"
0000000000000000269d,279.7951772780646,0.5117866770062491,290.1488501056211,MCTNet_14GB_California_North-5.tif,204,3,71,7,19,34,"{""type"":""Point"",""coordinates"":[-121.89249259814362,38.36371984478474]}"
0000000000000000269e,279.89799938271767,0.5344572738442466,290.26340035029824,MCTNet_14GB_California_North-5.tif,204,5,73,4,1,34,"{""type"":""Point"",""coordinates"":[-121.6569539622985,38.36371984478474]}"
0000000000000000269f,279.89799938271767,0.5344572738442466,290.26340035029824,MCTNet_14GB_California_North-5.tif,204,4,69,7,4,34,"{""type"":""Point"",""coordinates"":[-121.74337134071428,38.36354148074261]}"
000000000000000026a0,279.9368137177966,0.5230775997672126,290.26673112596785,MCTNet_14GB_California_North-5.tif,204,3,71,7,10,34,"{""type"":""Point"",""coordinates"":[-121.82978871913006,38.36336311670047]}"
000000000000000026a1,280.12065965701356,0.5565043613944098,290.14505765376936,MCTNet_14GB_California_North-5.tif,204,3,75,7,0,24,"{""type"":""Point"",""coordinates"":[-121.59425008328495,38.36336311670047]}"
000000000000000026a2,279.89799938271767,0.5344572738442466,290.26340035029824,MCTNet_14GB_California_North-5.tif,204,5,74,7,2,34,"{""type"":""Point"",""coordinates"":[-121.68066746170075,38.36318475265833]}"
000000000000000026a3,279.9368137177966,0.5230775997672126,290.26673112596785,MCTNet_14GB_California_North-5.tif,204,3,71,7,5,24,"{""type"":""Point"",""coordinates"":[-121.7670848401165,38.36300192951514]}"
000000000000000026a4,279.7951772780646,0.5117866770062491,290.1488501056211,MCTNet_14GB_California_North-5.tif,204,4,70,7,12,34,"{""type"":""Point"",""coordinates"":[-121.85350221853231,38.362823565473]}"
000000000000000026a5,280.12065965701356,0.5565043613944098,290.14505765376936,MCTNet_14GB_California_North-5.tif,204,3,74,4,-1,34,"{""type"":""Point"",""coordinates"":[-121.61796358268718,38.362823565473]}"
000000000000000026a6,279.89799938271767,0.5344572738442466,290.26340035029824,MCTNet_14GB_California_North-5.tif,204,5,67,7,2,24,"{""type"":""Point"",""coordinates"":[-121.70438542020402,38.362645201430865]}"
000000000000000026a7,279.9368137177966,0.5230775997672126,290.26673112596785,MCTNet_14GB_California_North-5.tif,204,3,71,7,6,24,"{""type"":""Point"",""coordinates"":[-121.7908027986198,38.36246237828768]}"
000000000000000026a8,279.7951772780646,0.5117866770062491,290.1488501056211,MCTNet_14GB_California_North-5.tif,204,3,73,7,16,34,"{""type"":""Point"",""coordinates"":[-121.87722017703558,38.36228401424553]}"
000000000000000026a9,280.12065965701356,0.5565043613944098,290.14505765376936,MCTNet_14GB_California_North-5.tif,204,6,72,4,1,34,"{""type"":""Point"",""coordinates"":[-121.64168154119047,38.36228401424553]}"
000000000000000026aa,279.89799938271767,0.5344572738442466,290.26340035029824,MCTNet_14GB_California_North-5.tif,204,4,68,7,3,24,"{""type"":""Point"",""coordinates"":[-121.72809891960627,38.3621056502034]}"
000000000000000026ab,279.9368137177966,0.5230775997672126,290.26673112596785,MCTNet_14GB_California_North-5.tif,204,3,71,7,9,24,"{""type"":""Point"",""coordinates"":[-121.81451629802204,38.361927286161254]}"
000000000000000026ac,280.12065965701356,0.5565043613944098,290.14505765376936,MCTNet_14GB_California_North-5.tif,204,2,74,7,0,34,"{""type"":""Point"",""coordinates"":[-121.5789776621769,38.361927286161254]}"
000000000000000026ad,279.89799938271767,0.5344572738442466,290.26340035029824,MCTNet_14GB_California_North-5.tif,204,5,73,7,2,34,"{""type"":""Point"",""coordinates"":[-121.66539504059268,38.36174446301807]}"
000000000000000026ae,279.9368137177966,0.5230775997672126,290.26673112596785,MCTNet_14GB_California_North-5.tif,204,5,71,7,4,34,"{""type"":""Point"",""coordinates"":[-121.75181241900846,38.36156609897593]}"
000000000000000026af,279.9368137177966,0.5230775997672126,290.26673112596785,MCTNet_14GB_California_North-5.tif,204,3,71,7,10,34,"{""type"":""Point"",""coordinates"":[-121.83823425652531,38.36138773493379]}"
000000000000000026b0,280.12065965701356,0.5565043613944098,290.14505765376936,MCTNet_14GB_California_North-5.tif,204,3,74,4,1,34,"{""type"":""Point"",""coordinates"":[-121.60269562068017,38.36138773493379]}"
000000000000000026b1,279.89799938271767,0.5344572738442466,290.26340035029824,MCTNet_14GB_California_North-5.tif,204,4,71,4,2,34,"{""type"":""Point"",""coordinates"":[-121.68911299909595,38.3612049117906]}"
000000000000000026b2,279.9368137177966,0.5230775997672126,290.26673112596785,MCTNet_14GB_California_North-5.tif,204,3,71,7,5,24,"{""type"":""Point"",""coordinates"":[-121.77553037751179,38.36102654774845]}"
000000000000000026b3,279.7951772780646,0.5117866770062491,290.1488501056211,MCTNet_14GB_California_North-5.tif,204,3,75,7,14,41,"{""type"":""Point"",""coordinates"":[-121.86194775592752,38.360848183706324]}"
000000000000000026b4,280.12065965701356,0.5565043613944098,290.14505765376936,MCTNet_14GB_California_North-5.tif,204,3,74,4,0,34,"{""type"":""Point"",""coordinates"":[-121.62640912008241,38.360848183706324]}"
000000000000000026b5,279.89799938271767,0.5344572738442466,290.26340035029824,MCTNet_14GB_California_North-5.tif,204,4,67,7,2,41,"{""type"":""Point"",""coordinates"":[-121.7128264984982,38.36066981966419]}"
000000000000000026b6,279.9368137177966,0.5230775997672126,290.26673112596785,MCTNet_14GB_California_North-5.tif,204,3,70,7,8,34,"{""type"":""Point"",""coordinates"":[-121.79924387691398,38.360486996521]}"
000000000000000026b7,279.7951772780646,0.5117866770062491,290.1488501056211,MCTNet_14GB_California_North-5.tif,204,4,71,7,16,34,"{""type"":""Point"",""coordinates"":[-121.8856657144308,38.36030863247885]}"
000000000000000026b8,279.89799938271767,0.5344572738442466,290.26340035029824,MCTNet_14GB_California_North-5.tif,204,5,73,4,1,34,"{""type"":""Point"",""coordinates"":[-121.65012707858568,38.36030863247885]}"
000000000000000026b9,279.89799938271767,0.5344572738442466,290.26340035029824,MCTNet_14GB_California_North-5.tif,204,4,68,7,3,24,"{""type"":""Point"",""coordinates"":[-121.73654445700147,38.36013026843671]}"
000000000000000026ba,279.9368137177966,0.5230775997672126,290.26673112596785,MCTNet_14GB_California_North-5.tif,204,3,73,7,10,34,"{""type"":""Point"",""coordinates"":[-121.82296183541725,38.35994744529353]}"
000000000000000026bb,280.12065965701356,0.5565043613944098,290.14505765376936,MCTNet_14GB_California_North-5.tif,204,3,75,7,0,24,"{""type"":""Point"",""coordinates"":[-121.58742319957216,38.35994744529353]}"
000000000000000026bc,279.89799938271767,0.5344572738442466,290.26340035029824,MCTNet_14GB_California_North-5.tif,204,5,74,4,2,34,"{""type"":""Point"",""coordinates"":[-121.6738405779879,38.35976908125139]}"
000000000000000026bd,279.9368137177966,0.5230775997672126,290.26673112596785,MCTNet_14GB_California_North-5.tif,204,5,67,7,5,24,"{""type"":""Point"",""coordinates"":[-121.76025795640372,38.35959071720925]}"
000000000000000026be,279.9368137177966,0.5230775997672126,290.26673112596785,MCTNet_14GB_California_North-5.tif,204,4,69,7,12,24,"{""type"":""Point"",""coordinates"":[-121.84667533481947,38.35940789406605]}"
000000000000000026bf,280.12065965701356,0.5565043613944098,290.14505765376936,MCTNet_14GB_California_North-5.tif,204,3,73,4,-1,34,"{""type"":""Point"",""coordinates"":[-121.61113669897435,38.35940789406605]}"
000000000000000026c0,279.89799938271767,0.5344572738442466,290.26340035029824,MCTNet_14GB_California_North-5.tif,204,4,68,7,2,24,"{""type"":""Point"",""coordinates"":[-121.69755853649119,38.359229530023924]}"
000000000000000026c1,279.9368137177966,0.5230775997672126,290.26673112596785,MCTNet_14GB_California_North-5.tif,204,2,72,7,6,34,"{""type"":""Point"",""coordinates"":[-121.78397591490696,38.359051165981775]}"
000000000000000026c2,279.7951772780646,0.5117866770062491,290.1488501056211,MCTNet_14GB_California_North-5.tif,204,3,75,7,14,34,"{""type"":""Point"",""coordinates"":[-121.87039329332273,38.35887280193965]}"
000000000000000026c3,280.12065965701356,0.5565043613944098,290.14505765376936,MCTNet_14GB_California_North-5.tif,204,5,73,4,0,24,"{""type"":""Point"",""coordinates"":[-121.63485465747762,38.35887280193965]}"
000000000000000026c4,279.89799938271767,0.5344572738442466,290.26340035029824,MCTNet_14GB_California_North-5.tif,204,4,67,7,2,41,"{""type"":""Point"",""coordinates"":[-121.7212720358934,38.35868997879646]}"
000000000000000026c5,279.9368137177966,0.5230775997672126,290.26673112596785,MCTNet_14GB_California_North-5.tif,204,2,72,7,8,34,"{""type"":""Point"",""coordinates"":[-121.80768941430924,38.35851161475432]}"
000000000000000026c6,280.12065965701356,0.5565043613944098,290.14505765376936,MCTNet_14GB_California_North-5.tif,204,3,75,7,2,34,"{""type"":""Point"",""coordinates"":[-121.57215077846409,38.35851161475432]}"
000000000000000026c7,279.89799938271767,0.5344572738442466,290.26340035029824,MCTNet_14GB_California_North-5.tif,204,5,73,4,1,34,"{""type"":""Point"",""coordinates"":[-121.65856815687984,38.35833325071218]}"
000000000000000026c8,279.89799938271767,0.5344572738442466,290.26340035029824,MCTNet_14GB_California_North-5.tif,204,4,69,7,4,34,"{""type"":""Point"",""coordinates"":[-121.74498553529565,38.358150427568994]}"
000000000000000026c9,279.9368137177966,0.5230775997672126,290.26673112596785,MCTNet_14GB_California_North-5.tif,204,4,73,7,10,24,"{""type"":""Point"",""coordinates"":[-121.83140737281248,38.35797206352685]}"
000000000000000026ca,280.12065965701356,0.5565043613944098,290.14505765376936,MCTNet_14GB_California_North-5.tif,204,3,75,7,0,34,"{""type"":""Point"",""coordinates"":[-121.59586873696736,38.35797206352685]}"
000000000000000026cb,279.89799938271767,0.5344572738442466,290.26340035029824,MCTNet_14GB_California_North-5.tif,204,7,75,7,-7,34,"{""type"":""Point"",""coordinates"":[-121.68228611538314,38.357793699484716]}"
000000000000000026cc,279.9368137177966,0.5230775997672126,290.26673112596785,MCTNet_14GB_California_North-5.tif,204,3,71,7,4,24,"{""type"":""Point"",""coordinates"":[-121.76870349379892,38.357615335442574]}"
000000000000000026cd,279.7951772780646,0.5117866770062491,290.1488501056211,MCTNet_14GB_California_North-5.tif,204,3,71,7,11,24,"{""type"":""Point"",""coordinates"":[-121.8551208722147,38.35743251229938]}"
000000000000000026ce,280.12065965701356,0.5565043613944098,290.14505765376936,MCTNet_14GB_California_North-5.tif,204,3,74,4,-2,34,"{""type"":""Point"",""coordinates"":[-121.61958223636958,38.35743251229938]}"
000000000000000026cf,279.89799938271767,0.5344572738442466,290.26340035029824,MCTNet_14GB_California_North-5.tif,204,5,68,7,1,34,"{""type"":""Point"",""coordinates"":[-121.70599961478536,38.35725414825725]}"
000000000000000026d0,279.9368137177966,0.5230775997672126,290.26673112596785,MCTNet_14GB_California_North-5.tif,204,3,74,7,5,24,"{""type"":""Point"",""coordinates"":[-121.79241699320114,38.357075784215105]}"
000000000000000026d1,279.7951772780646,0.5117866770062491,290.1488501056211,MCTNet_14GB_California_North-5.tif,204,3,71,4,15,24,"{""type"":""Point"",""coordinates"":[-121.87883437161695,38.356892961071914]}"
000000000000000026d2,280.12065965701356,0.5565043613944098,290.14505765376936,MCTNet_14GB_California_North-5.tif,204,6,73,4,0,24,"{""type"":""Point"",""coordinates"":[-121.64330019487285,38.356892961071914]}"
000000000000000026d3,279.89799938271767,0.5344572738442466,290.26340035029824,MCTNet_14GB_California_North-5.tif,204,3,72,7,2,34,"{""type"":""Point"",""coordinates"":[-121.72971757328865,38.35671459702978]}"
000000000000000026d4,279.9368137177966,0.5230775997672126,290.26673112596785,MCTNet_14GB_California_North-5.tif,204,3,74,7,8,24,"{""type"":""Point"",""coordinates"":[-121.81613495170441,38.35653623298764]}"
000000000000000026d5,280.12065965701356,0.5565043613944098,290.14505765376936,MCTNet_14GB_California_North-5.tif,204,2,74,7,0,34,"{""type"":""Point"",""coordinates"":[-121.5805963158593,38.356536232987644]}"
000000000000000026d6,279.89799938271767,0.5344572738442466,290.26340035029824,MCTNet_14GB_California_North-5.tif,204,5,73,4,-1,34,"{""type"":""Point"",""coordinates"":[-121.66701369427513,38.3563578689455]}"
000000000000000026d7,279.9368137177966,0.5230775997672126,290.26673112596785,MCTNet_14GB_California_North-5.tif,204,4,71,7,3,34,"{""type"":""Point"",""coordinates"":[-121.75343107269086,38.35617504580231]}"
000000000000000026d8,279.9368137177966,0.5230775997672126,290.26673112596785,MCTNet_14GB_California_North-5.tif,204,4,69,7,11,24,"{""type"":""Point"",""coordinates"":[-121.83984845110666,38.35599668176018]}"
000000000000000026d9,280.12065965701356,0.5565043613944098,290.14505765376936,MCTNet_14GB_California_North-5.tif,204,2,75,4,0,34,"{""type"":""Point"",""coordinates"":[-121.60430981526154,38.35599668176018]}"
000000000000000026da,279.89799938271767,0.5344572738442466,290.26340035029824,MCTNet_14GB_California_North-5.tif,204,5,73,4,-7,34,"{""type"":""Point"",""coordinates"":[-121.69072719367732,38.35581831771804]}"
000000000000000026db,279.9368137177966,0.5230775997672126,290.26673112596785,MCTNet_14GB_California_North-5.tif,204,4,71,7,5,34,"{""type"":""Point"",""coordinates"":[-121.77714903119414,38.35563549457485]}"
000000000000000026dc,279.7951772780646,0.5117866770062491,290.1488501056211,MCTNet_14GB_California_North-5.tif,204,2,73,4,14,34,"{""type"":""Point"",""coordinates"":[-121.86356640960993,38.3554571305327]}"
000000000000000026dd,280.12065965701356,0.5565043613944098,290.14505765376936,MCTNet_14GB_California_North-5.tif,204,4,74,4,2,34,"{""type"":""Point"",""coordinates"":[-121.62802777376481,38.355457130532706]}"
